level_0,index,SchoolID,Public_Elem,Public_Midl,Public_High,PriCha_Elem,PriCha_Midl,PriCha_High
750,750,185842,0,0,0,224,0,0
751,751,185843,0,0,0,352,82,0
752,752,185844,0,0,2607,0,0,0
753,753,185845,565,0,0,0,0,0
754,754,185846,488,0,0,0,0,0
755,755,185847,0,0,0,235,44,0
756,756,185848,505,0,0,0,0,0
757,757,185850,759,0,0,0,0,0
758,758,185853,0,912,0,0,0,0
759,759,185854,0,653,0,0,0,0
760,760,185855,85,0,0,0,0,0
761,761,185866,0,0,0,604,133,0
762,762,185868,0,0,0,0,0,366
763,763,185870,0,0,0,0,220,233
764,764,185871,0,0,0,1047,559,434
765,765,185872,0,0,0,742,268,0
766,766,185873,0,0,0,0,109,178
767,767,185874,0,0,0,327,213,261
768,768,185880,424,0,0,0,0,0
769,769,185881,792,0,0,0,0,0
770,770,185982,674,0,0,0,0,0
771,771,186005,892,0,0,0,0,0
772,772,186007,488,0,0,0,0,0
773,773,186008,600,0,0,0,0,0
774,774,186031,0,0,0,548,151,0
775,775,186032,0,0,3155,0,0,0
776,776,186040,625,0,0,0,0,0
777,777,186041,693,0,0,0,0,0
778,778,186047,0,0,1241,0,0,0
779,779,186048,0,804,0,0,0,0
780,780,186049,217,61,0,0,0,0
781,781,186106,483,0,0,0,0,0
782,782,186110,0,0,0,731,292,0
783,783,186111,0,0,0,1032,374,0
784,784,186114,0,0,0,505,0,0
785,785,186115,0,0,0,784,331,0
786,786,186116,0,1125,0,0,0,0
787,787,186117,1057,0,0,0,0,0
788,788,186122,851,0,0,0,0,0
789,789,186123,485,0,0,0,0,0
790,790,186124,0,0,0,643,0,0
791,791,186128,380,0,0,0,0,0
792,792,186129,0,674,0,0,0,0
793,793,186130,246,0,0,0,0,0
794,794,186131,427,0,0,0,0,0
795,795,186132,0,614,0,0,0,0
796,796,186136,879,0,0,0,0,0
797,797,186137,571,0,0,0,0,0
798,798,186138,128,48,110,0,0,0
799,799,186149,0,0,2521,0,0,0
800,800,186152,0,0,29,0,0,0
801,801,186154,0,0,0,317,85,0
802,802,186155,0,0,0,162,0,0
803,803,186156,0,0,0,849,220,0
804,804,186157,0,0,0,351,71,0
805,805,186159,568,0,0,0,0,0
806,806,186160,0,957,0,0,0,0
807,807,186162,0,1689,0,0,0,0
808,808,186163,831,0,0,0,0,0
809,809,186164,836,0,0,0,0,0
810,810,186168,734,0,0,0,0,0
811,811,186169,701,0,0,0,0,0
812,812,186171,0,0,0,443,0,0
813,813,186176,0,0,63,0,0,0
814,814,186177,682,0,0,0,0,0
815,815,186180,1,0,13,0,0,0
816,816,186183,11,0,0,0,0,0
817,817,186184,0,0,1,0,0,0
818,818,186185,644,0,0,0,0,0
819,819,186243,0,0,0,670,585,305
820,820,186244,0,957,0,0,0,0
821,821,186245,675,0,0,0,0,0
822,822,186252,958,0,0,0,0,0
823,823,186253,1034,0,0,0,0,0
824,824,186254,0,0,0,257,0,0
825,825,186259,872,0,0,0,0,0
826,826,186261,28,19,112,0,0,0
827,827,186265,0,0,90,0,0,0
828,828,186275,0,0,0,370,298,0
829,829,186276,0,0,0,247,81,0
830,830,186278,0,0,0,367,78,0
831,831,186279,0,0,0,558,85,0
832,832,186281,0,0,3,0,0,0
833,833,186286,0,0,2437,0,0,0
834,834,186288,0,0,0,386,89,0
835,835,186292,0,0,160,0,0,0
836,836,186297,0,0,0,0,89,156
837,837,186299,0,0,0,576,0,0
838,838,186301,0,0,0,522,0,0
839,839,186303,0,0,0,195,70,36
840,840,186305,0,0,0,529,0,0
841,841,186313,0,0,0,0,0,98
842,842,186315,0,0,0,33,0,0
843,843,186317,0,0,0,1070,0,0
844,844,186325,649,0,0,0,0,0
845,845,186326,0,1094,0,0,0,0
846,846,186328,0,1793,0,0,0,0
847,847,186329,520,0,0,0,0,0
848,848,186343,0,0,0,0,0,148
849,849,186347,0,0,0,210,0,0
850,850,186352,0,0,0,299,86,0
851,851,186354,0,0,0,543,149,0
852,852,186356,0,0,0,369,82,0
853,853,186365,0,0,0,325,196,183
854,854,186366,0,0,0,547,215,0
855,855,186367,1111,0,0,0,0,0
856,856,186368,821,0,0,0,0,0
857,857,186370,0,0,0,0,351,246
858,858,186371,0,0,0,607,223,0
859,859,186373,0,0,0,360,136,101
860,860,186375,0,0,0,0,0,224
861,861,186376,0,0,0,0,491,228
862,862,186381,0,0,0,0,361,262
863,863,186384,176,0,0,0,0,0
864,864,186388,0,0,0,479,94,0
865,865,186389,0,0,0,0,0,314
866,866,186391,0,0,0,297,57,0
867,867,186394,548,0,0,0,0,0
868,868,186395,782,0,0,0,0,0
869,869,186409,869,0,0,0,0,0
870,870,186412,0,0,0,621,0,0
871,871,186413,0,0,0,730,0,0
872,872,186414,0,0,0,521,126,0
873,873,186417,0,70,300,0,0,0
874,874,186418,579,0,0,0,0,0
875,875,186420,0,0,0,720,0,0
876,876,186422,0,0,0,511,117,0
877,877,186424,0,0,0,536,148,0
878,878,186425,932,0,0,0,0,0
879,879,186426,0,114,2500,0,0,0
880,880,186430,0,0,0,0,200,174
881,881,186432,0,0,0,0,99,125
882,882,186433,0,0,0,505,0,0
883,883,186436,0,0,1894,0,0,0
884,884,186438,0,0,185,0,0,0
885,885,186443,438,0,0,0,0,0
886,886,186445,0,0,0,417,41,0
887,887,186446,0,0,0,0,169,188
888,888,186447,0,0,0,537,0,0
889,889,186448,656,0,0,0,0,0
890,890,186449,854,0,0,0,0,0
891,891,186450,741,0,0,0,0,0
892,892,186455,718,0,0,0,0,0
893,893,186456,63,28,21,0,0,0
894,894,186458,0,0,0,241,91,0
895,895,186462,0,0,0,445,44,0
896,896,186467,821,0,0,0,0,0
897,897,186471,721,0,0,0,0,0
898,898,186472,666,0,0,0,0,0
899,899,186473,0,0,1677,0,0,0
900,900,186475,0,0,0,269,68,0
901,901,186477,0,0,0,437,0,0
902,902,186480,0,0,0,441,129,0
903,903,186485,0,0,0,385,0,0
904,904,186487,0,0,0,426,0,0
905,905,186488,0,86,89,0,0,0
906,906,186491,0,0,0,0,0,397
907,907,186496,665,0,0,0,0,0
908,908,186497,675,0,0,0,0,0
909,909,186498,0,0,2746,0,0,0
910,910,186507,0,0,0,354,0,0
911,911,186510,732,0,0,0,0,0
912,912,186518,719,0,0,0,0,0
913,913,186520,0,1033,0,0,0,0
914,914,186521,537,0,0,0,0,0
915,915,186522,0,57,47,0,0,0
916,916,186523,55,0,0,0,0,0
917,917,186531,713,0,0,0,0,0
918,918,186532,831,0,0,0,0,0
919,919,186533,0,937,0,0,0,0
920,920,186534,0,1317,0,0,0,0
921,921,186535,0,0,2191,0,0,0
922,922,186536,0,0,3325,0,0,0
923,923,186538,901,0,0,0,0,0
924,924,186541,1074,0,0,0,0,0
925,925,186545,0,933,0,0,0,0
926,926,186547,0,0,24,0,0,0
927,927,186553,0,0,74,0,0,0
928,928,186564,602,0,0,0,0,0
929,929,186566,592,0,0,0,0,0
930,930,186569,448,0,0,0,0,0
931,931,186571,0,1226,0,0,0,0
932,932,186572,0,0,0,435,0,0
933,933,186573,0,0,0,442,0,0
934,934,186576,716,0,0,0,0,0
935,935,186577,0,1480,0,0,0,0
936,936,186580,0,0,0,558,0,0
937,937,186582,0,0,0,461,32,0
938,938,186583,0,497,0,0,0,0
939,939,186584,0,1035,0,0,0,0
940,940,186585,0,1074,0,0,0,0
941,941,186586,0,1196,0,0,0,0
942,942,186587,0,1038,0,0,0,0
943,943,186588,0,964,0,0,0,0
944,944,186590,824,0,0,0,0,0
945,945,186591,0,915,0,0,0,0
946,946,186592,0,0,1402,0,0,0
947,947,186600,902,0,0,0,0,0
948,948,186602,0,0,196,0,0,0
949,949,186606,869,0,0,0,0,0
950,950,186608,782,0,0,0,0,0
951,951,186609,595,0,0,0,0,0
952,952,186611,0,95,167,0,0,0
953,953,186618,0,0,1258,0,0,0
954,954,186620,0,0,0,412,0,0
955,955,186623,566,0,0,0,0,0
956,956,186624,0,0,0,567,135,0
957,957,186625,0,0,0,637,0,0
958,958,186633,28,61,146,0,0,0
959,959,186634,0,1678,0,0,0,0
960,960,186635,229,0,0,0,0,0
961,961,186636,0,133,0,0,0,0
962,962,186637,0,0,316,0,0,0
963,963,186644,549,0,0,0,0,0
964,964,186645,1044,0,0,0,0,0
965,965,186647,690,0,0,0,0,0
966,966,186649,670,0,0,0,0,0
967,967,186708,0,799,0,0,0,0
968,968,186710,475,0,0,0,0,0
969,969,186711,566,0,0,0,0,0
970,970,186718,774,0,0,0,0,0
971,971,186722,626,0,0,0,0,0
972,972,186734,0,0,1,0,0,0
973,973,186741,0,0,0,0,0,311
974,974,186777,0,0,0,733,133,0
975,975,186785,0,0,592,0,0,0
976,976,186786,1087,0,0,0,0,0
977,977,186788,0,0,0,234,0,0
978,978,186789,4,9,23,0,0,0
979,979,186790,0,0,0,0,0,599
980,980,186816,0,0,0,521,259,0
981,981,186822,0,0,0,167,42,0
982,982,186823,544,0,0,0,0,0
983,983,186836,144,17,0,0,0,0
984,984,186837,819,0,0,0,0,0
