SchoolID,Public_Elem,Public_Midl,Public_High,PriCha_Elem,PriCha_Midl,PriCha_High
186553,0,0,86,0,0,0
186564,562,0,0,0,0,0
186569,404,0,0,0,0,0
186571,0,1077,0,0,0,0
186576,748,0,0,0,0,0
186577,0,1266,0,0,0,0
186583,0,508,0,0,0,0
186589,0,0,100,0,0,0
186590,511,0,0,0,0,0
186591,0,837,0,0,0,0
186592,0,0,799,0,0,0
